,text,tag,senti_polarity
710, ⊙道德修养所能达到的最高境界是：我们认识到应当控制自己的思想，“甚至在内心深处，也别再想到曾使我们十分快乐的罪孽”。——达尔文,正能量,positive
711, 什么靠关系靠什么关系关系靠什么，当你一步步明白这些道理，恭喜你，你离成功已经不远了。,正能量,positive
712, 在交往的过程中，人面对的是部分和人群；而在独处时，人面对的是 整体和万物之源。这种面对整体和万物之源的体验，便是一种广义的人生 体验。,正能量,positive
713, 越来越远当无耻的东西开始流行，我就离成功越来越远。当浮躁的东西开始升值，我就离富有越来越远。当梦想开始追逐，我就离自己越来越远。,正能量,positive
714, ⊙人们最出色的工作往住在处于逆境的情况下做出。思想上的压力，甚至肉体上的痛苦都可能成为精神上的兴奋剂。[英]贝弗里奇引自《科学研究的艺术》第146-147页。,正能量,positive
715, 难关难不难，要看去分辨，其实成功并不远，努力才会梦实现，拼搏才有别样天，事情总是苦后甜，钢铁总是炼后坚。,正能量,positive
716, ⊙这世界要是没有爱情，它在我们心中还会有什么意义！这就如一盏没有亮光的走马灯！[德]歌德《少年维特的烦恼》第39页。,正能量,positive
717, ⊙知识是从刻苦劳动中得来的，任何成就都是刻苦劳动的结晶。宋庆龄《做一个名符其实的社会主义接班人》，《宋庆龄选集》第410页。,正能量,positive
718, ⊙理想就是对自己美好未来的设想。如果奋斗，它就会变成事实：如果消极地等待，那么它永远也不会变成现实。,正能量,positive
719, ⊙果实的事业是尊贵的，花的事业是甜美的，但是让做叶的事业吧，叶是谦逊的，专心垂着绿荫的。[印度]泰戈尔《泰戈尔诗选》第109页。,正能量,positive
720, 在逆境中不甘心沉沦和死亡，坚定不移地为实现自己的目标而奋斗的人，是自己命运的主宰者，在逆境中他们得到的是智慧和力量。,正能量,positive
721, 【人生的目标】不谈昨天的失败，不作明日的梦想，只把握眼前的时刻，奋发于人生的目标，自有成功的报酬。 ,正能量,positive
722, ⊙知识宝库的大门上，是用懒惰这把巨锁紧关的。只有用勤奋的金钥匙才能开启，获得丰富的知识财富。,正能量,positive
723, 为了想清楚昨天为什么失眠，今天，我又失眠了。感悟：有些事想不明白就不要想了，想多了只会增添更多烦恼，不如想开一点，随它去。,正能量,positive
724, ⊙信仰是相信我们未见的事物。真正的宗教要求我们排除一切心灵的焦虑和思想的不安，以及一切灵魂的混乱和骚动。一奥古斯丁,正能量,positive
725, ⊙处理困难的事，如同整理乱丝团，愈是急愈找不着头绪。只要耐着烦忍住性，必能不被困难战胜，而且能战胜困难。—一宣永光,正能量,positive
726, 如果有一天：你不再找找爱情，只是去爱；你不再渴望成功，只是去做；你不再追求成长，只是去修行；一切才真正一开始。,正能量,positive
727, ⊙忌妒是一种可耻的感情，人是应当信赖的。[俄]列夫·托尔斯泰《安娜卡列尼娜》第208页。,正能量,positive
728, ⊙我并无过人的特长，只是忠诚老实，不自欺欺人，想做一个“以身作则”来教育人的平常人。——昊玉章,正能量,positive
729, 如果我们现在选择了放弃，不但放弃了最终成功的可能性，而且连自己长期以来的努力都放弃了，这就等于完全放弃了自己的梦想。,正能量,positive
730, 活着一定要有爱，有快乐，有梦想。每条河流都有自己的梦想，那就是奔向大海。穿过森林，越过石头，飞跃瀑布……成功是指今天要比昨天更懂得爱，更懂得生活，更宽容，更慈悲。 ,正能量,positive
731, 酒，装在瓶里像水，喝到肚里闹鬼，说起话来走嘴，走起路来闪腿，半夜起来找水，早上起来后悔，中午酒杯一端还是挺美。,正能量,positive
732, 别等不该等的人，别伤不该伤的心。我们真的要过了很久很久，才能够明白，自己真正怀念的，到底是怎样的人，怎样的事。,正能量,positive
733, ⊙凡是儿童自己可以干得来的事情，总是让他们自己去干，看护或教师至多在旁指导或看着，决不越俎代疱的，这是要从小就养成他们的自立的精神。邹韬奋《韬奋文集》[二]，第295页。,正能量,positive
734, 难过了悲伤一下没关系，想哭了哭一下没关系，心疼了疼一下没关系，一个人孤单一下也没关系。给时间一点时间，一切都会过去。,正能量,positive
735, ⊙我不盼望我的墓碑上饰着诗人的桂冠，却只要战士、宝剑和盔帽。[德]海涅《旅行的图画·从慕尼黑到热内亚》第124页。,正能量,positive
736, 人的两只眼睛，全是平行的，但却不平等看人。人的两只耳朵是分在两边，却总好偏听一面之词。人只有一张嘴，却总能说出两面话。,正能量,positive
737, ⊙盲目的仇恨心理是很可怕的，甚至会导致本身的毁灭。[苏]沙米亚金《为君分忧》第130页。,正能量,positive
738, 一条小溪给了梦想一个高度，就变成了一条伟岸秀美河流，一个沙丘给了梦想一个高度，就变成了万仞巍峨高山。一个人给了梦想一个高度，就拉近了他与成功的距离。 ,正能量,positive
739, ⊙严酷的纪律不应当用在与功课或文学练习有关的事情上面，只能逢到道德问题感受危险的时候才施用。[捷克]夸美纽斯《大教学论》第210页。,正能量,positive
740, 不是成功了而满足，由于满足了所以才成功。不会宽容别人的人，是不配受到别人的宽容的。,正能量,positive
741, 顺利人生，发挥能力，获相应回报：普通人生，发挥能力，回报不对等；不顺人生，不愿付出，却想多回报。,正能量,positive
742, ⊙诚实是力量的一种象征，它显示着一个人的高度自重和内心的安全感与尊严感。诚实和勤勉，应该成为你永久的伴侣。——[美国]富兰克林,正能量,positive
743, ⊙春天来了，给我一树碧绿的柳哨，岁月的协奏曲中，我吹着它，把一串古老的音符，送给远方谛听的你。,正能量,positive
744, 快乐和痛苦从来不会同时降临到一个人身上，但是如果你追求它们中的某一个并且有所体验，你几乎总是不得不体验到另一个，它们就像受同一个大脑指挥的两个躯体一样。——柏拉图,正能量,positive
745, ⊙支配战士的行动的是信仰。他能够忍受一切艰难痛苦，而达到他所选定的目标。巴金《巴金散文选》第176页。,正能量,positive
746, 做一个正直的人，做一个人格健全完善的人，受人崇敬。做一个自私的人，做欺心的事，疾贤防能，与成功无缘。,正能量,positive
747, 当我觉得我干不下去的时候，我强迫自己坚持我的成功建立在我的坚持上，而不是运气上。,正能量,positive
748, 我们喜欢仰望，喜欢比较。仰望别人的成功，感觉自己的卑微；仰望别人的幸福，慨叹自己的不幸；比较别人的快乐，放大自己的苦痛。 ,正能量,positive
749, 走在人生的跑道上，不管遇到任何的困难，我们都应该坚持下去，永不退缩，只有这样我们才能够成功。,正能量,positive
750, 成功、名利、钱，这些都是一辈子都追不尽的，然而再多再少也总不过是在那个范围之内。能力、经验这些东西则可以通过时间积累。,正能量,positive
751, ⊙在社会上，沟通人与人之间情感的，无疑是一颗体谅的心。即使是件微不足道的事情，只要有互相体谅对方的心，就是荒漠里的甘泉。一松下幸之助,正能量,positive
752, 没有坚定毅力的人，碰到困难，往往会半途而废，他们对于所企望的事情的疑惑，正是由于他们没有足够的信心，这是成功和失败的分水岭。,正能量,positive
753, ⊙最穷苦的人也不会为了金钱而放弃健康，但是最富有的人为了健康甘心情愿放弃所有的金钱。——[俄国]柯尔顿,正能量,positive
754, 世俗对男人的期望是事业有成，对女人的期望是贤妻良母。如果我们女人，想获得他们男人同样的成功，就得付出双倍的努力，同时还得兼顾家庭，否则就要遭到社会的谴责。,正能量,positive
755, 在肥沃的土地上盛开着美丽的花朵，而那些枝拂天堂的参天大树，却往往生长在岩石缝中。,正能量,positive
756, 水，柔韧，温润，却有着势不可当的力量；人，低调沉稳、踏实内敛，是必备的人生态度；你，走出去了，才会知道山外有山、天外有天；我，努力了，才知道成功从来就不是理所当然。,正能量,positive
757, ⊙共产主义不仅表现在田地里和汗水横流的工厂，它也表现在家庭里，饭桌旁，在亲戚之间，在日常生活中，在相互的关系上。[苏]马雅可夫斯基《马雅可夫斯基选集》第2卷，第12页。,正能量,positive
758, 美丽是属于自信者的，从容是属于有备者的，奇迹是属于执著者的，成功是属于顽强者的。拥有自信，做好准备，执著追求，顽强拼搏，定能收获成功的快乐。,正能量,positive
759, ⊙在命运的·网里，人的努力是不一定有怎样多的成效，如所预期。可是这命运观又和自然派的命运论有些不同。这命运观里很含着奋斗不懈的精神。一茅盾,正能量,positive
760, ⊙割治哪一种毒瘤不要流一点血呢？扑灭哪一种火灾不要拆毁附近的建筑来阻止火势蔓延呢？这些可怕的必要牺牲就是成功本身的条件。——雨果,正能量,positive
761, 在社会交往中，让自己坦然、真诚、自信、充满生命的活力，充分展示你的人格魅力，就会赢得成功。,正能量,positive
762, 伟人之所以伟大，是因为他与别人共处逆境时，别人失去了信心，他却下决心实现自己的目标。,正能量,positive
763, 没有人人能随便成功，失败也只是暂时的。失败之后，不要气馁，需要继续奋斗。即使路途遥远，坎坷，相信自己民，成功属于你。,正能量,positive
764, 书籍给了我们人生的自信与启迪，给了我们无穷的智慧与力量，给我们架起一座成功的桥梁，给我们注入无限金色的希望。畅游书海，其乐无穷。,正能量,positive
765, 历史的每一次飞跃，每一次否定之否定，都在反复宣告：在挑战面前，弱者可以走开，强者呼啸而上。,正能量,positive
766, 一个胜利的男人就是可能挣到比妻子花的钱更多的钱，一个成功的女人就是可以找到这样一个男人。,正能量,positive
767, 你出生的时候，你哭着，四周的人笑着；你逝往的时候，你笑着，而四周的人在哭！一切都是循环！我们都在循环中！,正能量,positive
768, ⊙如果一个人仅仅想到自己，那么他一生里，伤心的事情一定比快乐的事情来得多。——[俄国]马明·西比利亚克,正能量,positive
769, 如果你希望成功，当以恒心为良友，以经验为参谋，以谨慎为兄弟，以希望为星光。,正能量,positive
770, ⊙精神上的各种缺陷，可以通过求知来改善——正如身体上的缺陷，可以通过适当的运动来改善一样。——培根,正能量,positive
771, ⊙旅程，不会永远那么孤独，人生，不可能被锁在伤心的驿站：只要生命和时间还在相伴，朋友，抛弃那不该担负的顾虑吧！愿你再次拾起对生活的执著追求。,正能量,positive
772, ⊙老年人给人以善的教诲，因为他们为自己再也不能做出坏的榜样而感到宽慰。[法]拉罗什福科《道德箴言录》第20页。,正能量,positive
773, 真正的爱也许不仅仅是浪漫的相遇，热烈的吸引，醉人的蜜语和澎湃的激情——也许更应该是深广的宽容，细微的疼惜，淡远的关爱和无声的表达……,正能量,positive
774, 你纵有千百个理由放弃，也要给自己找一个坚持下去的理由。很多时候，成功就是多坚持一分钟，这一分钟不放弃，下一分钟就会有希望。再苦再累，只要坚持走下去，属于你的风景终会出现。,正能量,positive
775, ⊙朋友尽管有，但我只知道，你是我最知心的相遇。真正的朋友，是一个灵魂寓于两个身体。两个灵魂只有一个思想，两颗心的跳是一致的。,正能量,positive
776, ⊙一个最高尚的人也可以因习惯而变得愚昧无知和粗野无礼，甚至粗野到惨无人道的程度。[俄]陀思妥耶夫斯基《死屋手记》第251页。,正能量,positive
777, 机会不是常常有的，拥有时不要太侥幸了。对未来最重要的就是希望与信心，成功也离你不远了吧！,正能量,positive
778, 【励志的句子】松树，并不像柏树那样笔直挺立，庄重肃穆。不像榕树那样枝叶茂盛，绿阴如盖。也不像桂花树那样翠绿，闪烁着油亮的光泽。但是，松树却有坚强的高贵品质，这是其他树都没有的。,正能量,positive
779, ⊙女孩子一定要独立，要有自己的事业，要勇敢，要敢作敢为。同时要有爱心，爱亲人，爱朋友，爱整个世界。冰心引自《现代家庭》1992年第1期，第1页。,正能量,positive
780, 最成功的人往往也是失败次数最多的人，因为他们是那些尝试次数最多的人。,正能量,positive
781, 不怕梦想远大，就怕不敢梦想。即使你因为那些遥不可及的梦想被人们嘲笑，也不要太在意，与那些人相比，至少你还有梦。坚持付出，努力奋斗，说不定你的梦想就能实现。,正能量,positive
782, ⊙有些友谊与爱情，由于调子提得过高，人们从中永远不会感到幸福。唯有保持自然，才能使幸福长在，除此之外别无他途。[法]莫洛亚《艺术与生活——莫洛亚箴言和对话集》第3页。,正能量,positive
783, 把学习的功课变成刑罚，我们才感到痛苦，不妨愉快地接受，笑着去应对它——那它就只是我们的功课。学好就行了。,正能量,positive
784, ⊙生活属于你，走什么道路，任你自己选择。[苏丹]塔依希·萨利赫《移居北方的时期》第141页。,正能量,positive
785, 能够成功的人毕竟总是少数，大多数人往往是终老碌碌无为，毫无所成。所以这一辈子即使我们没有什么大的成就，但只要我们快乐地活着，那就是最大的幸福。,正能量,positive
786, 机遇就像闪电，只有快速果断才能将它捕获。立即行动是所有成功人士共同的特质。,正能量,positive
787, 人和人要真正靠近，总要将心比心。友情也好，爱情也罢，只要你真，我就更深；只要你诚，我会更浓！,正能量,positive
788, 每个人都会有属于自己人生的辉煌顶点，但每个人都注定要从这一点降落，心浮力难继，宁静可致远。,正能量,positive
789, ⊙那些只知道抱怨，停止追求的人，或者那些已经感到满足，不再追求的人，这些人，他们才是世界上最可怜的人！柯蓝《朝霞短笛》第54页。,正能量,positive
790, 勤奋，机会，乐观是成功的三要素。（注意：传统观念认为勤奋和机会是成功的要素，但是经过统计学和成功人士的分析得出，乐观是成功的第三要素）,正能量,positive
791, 假如生活欺骗了你，不要心焦，也不要烦恼。阴郁的日子里要心平气和，相信吧，那快乐的日子就来到。——普希金,正能量,positive
792, ⊙母亲比父亲更疼爱自己的孩子，因为母亲知道孩子是自己身上掉下来的肉，而父亲只想到他是自己的孩子。——[古希腊]米南德,正能量,positive
793, 过去，我上班习惯走那条大路，直且近，大部分人都习惯走这条路，由于车辆众多，人拥车堵的事情时有发生。这时候，我在直路上也要曲里拐弯地走，耗时费力，甚至停下来苦等，捷径就变成了远路。,正能量,positive
794, ⊙不满烦闷，只应该使我们更坚决地向前奋斗；不应该使我们逃避困难，一瞑不视。邹韬奋《韬奋文集》第1卷，第429页。,正能量,positive
795, 现实是此岸，成功是彼岸，中间隔着湍急的河流，兴趣便是河上的桥，只要行动就可以通过。,正能量,positive
796, ⊙一切利益都应以某种损失作为补偿，才能取得；一切交易都要根据弱者的需要和强者的意愿，才能决定。纵虎归山，后患无穷！——福楼拜,正能量,positive
797, 先长出的眉毛，不如后长出的胡子长；先出世的耳朵，不如后出世的犄角长。智慧不在年龄，杰出不在辈高，后来者往往居上。,正能量,positive
798, ⊙在生活中，当你用一颗爱心去看世界时，它便到处充满阳光：当你的眼睛只盯住太阳的黑点时，你看到的世界便处处是黑暗。,正能量,positive
799, ⊙如果我们不留意观望，便会失去时机；如果我们不迅速进行，就会落后；结果最好的时光逃避我们，最坏的却接踵而来。——[古罗马]塞涅卡,正能量,positive
800, 过多的鼓励，是泛滥的。奋斗前行的你，需要更多的是、唾骂“你永远就是个失败者”去充斥你整个世界观。然而，你却拥有一颗永不认输的心，你便成功了。人的潜能就是这样逼出来的。,正能量,positive
801, 十年烟火，十年等候。漫长的不仅是我的等候也漫长了你绝望的守候。等待是一种错误。相识是缘，从牵手那一刻，你还是让我为你犯了好多的错。,正能量,positive
802, 失败者往往觉得自己做出的决定不太对。他会把积极的事情看得消极，认为每一个机会都存在问题。看到别人的成功，他总是觉得那是因为其他人都比自己幸运。,正能量,positive
803, 用责备别人的心责备自己，能让自己越来越进步；用宽恕自己的心宽恕别人，能让自己越来越慈悲。,正能量,positive
804, 秋风里，翩翩枫叶醉，如蝶轻盈舞，醉人枫叶歌舞翩。秋韵美在成熟，美在恬静，秋姑娘丰盈柔美，将成功的喜悦带到我们的身边。,正能量,positive
805, 没有一种成功是可以立即实现的，但是你敢于攀登你所选择的山顶，成功就会越来越靠近你。 ,正能量,positive
806, 事业或学业的成功在于奋发努力，勤勉进取。太贪玩，放松要求便会一事无成；做人行事，必须谨慎思考，考虑周详才会有所成就。任性、马虎、随便只会导致失败。,正能量,positive
807, 踊跃的人在每一次忧患中都看到一个机会，而消极的人则在每个机会中都看到忧患。正犹如那句话：成功者想千计万计，失败者叹千难万难。艰苦难题，困在家里就难；前途出路，走出去就有路。,正能量,positive
808, ⊙天使与恶魔之间的距离仅一步之遥如果美德得不到应有的奖励，人间的罪恶就会横行无忌，而受不到惩罚了。[波兰]显克微支《十字军骑士》[上]，第342页。,正能量,positive
809, ⊙人类也需要富有理想的人。对于这种人说来，无私地发展一种事业是如此的迷人，以至他们不可能去关心他们个人的物质利益。——[法国]居里夫人,正能量,positive
810, 世人都想有一本成功的秘籍，有些人穷尽一生精力去找找这本无字天书，但成功的人一生都在不断编制自己的无字天书。,正能量,positive
811, 一个孩子的转变和成长需要一个过程，期待学生成功要有耐心、有信心，教师要善于等待，善于寻找和挖掘孩子的闪光点。,正能量,positive
812, 活在当下，于万物中得到真趣蓝天下便是阳光；艰苦后便是甘甜；失败就当经验；成功便是灿烂。,正能量,positive
813, 人，要有梦想，才能有前进的动力，如果没有梦想，那么你的人生就没有方向。梦想，是人生前行的指路灯；梦想，是对美好未来的憧憬；梦想，是成功后的满足。,正能量,positive
814, 真心很难得，有心装着你是难得；真情很稀缺，给你的好意别挥霍。几多牵挂，包含着多少放不下；几多原谅，包含着多少舍不得！,正能量,positive
815, ⊙小狗穿了麻纱裤，就不认自己的伙伴了。[西班牙]塞万提斯《堂吉诃德》(下)，第359页。,正能量,positive
816, ⊙一个人如若看见别人需要，还等着别人的请求，显而易见不是诚心的援助了。一种真心的爱慕发出的时候，常常激起别人的爱慕。——但丁,正能量,positive
817, ⊙挫败使人苦痛，却很少有人利用挫败的经验修补自己的生命。这份苦痛，就白白地付出了。三毛《随想》第16页。,正能量,positive
818, 酝酿一个更美的拥抱不论你在什么时候开始，重要的是开始之后就不要停止；不论你在什么时候结束，重要的是结束之后就不要悔恨。,正能量,positive
819, 如果您提出了目标——想在科学领域中获得尽可能大的成果，那么必须把思考的时间留出来。,正能量,positive
820, 任何人之所以会成功，是因为他们失败的次数比我们多，在失败的时候，他们坚信过去不等于未来，没有失败，只有暂时停止成功。,正能量,positive
821, ⊙现在世上多的是机会和选择，所以我为那些以为一切都已说完、做完的人感到悲哀。事实上可说：可做得事情还很多，我们不过才刚起步而已。——[英国]林克赖特,正能量,positive
822, ⊙有两种人是在白白地劳动和无谓地努力：一种是积累了财富而不去使用的人，另一种是学会了科学而不去应用的人。一萨迪,正能量,positive
823, 完成愿望通常是一个艰苦的坚持的进程，而不是一步到位，马到成功。那些成果杰出的人，简直都在找求愿望的进程中表现出一种坚强的意志。,正能量,positive
824, 你的未来大半由你今天的想法所决定的。所以，让你的心中注满希望、信心、真爱与成功的想法。,正能量,positive
825, 永远不要对可能是坏事的事好奇，否则可能要了你的命。永远不要在痛苦的时候做决定，否则你以后一定会后悔。,正能量,positive
826, 如果他不去坚持，不去想办法做这件事，而是转头找找新的目标，他也就很难成功。,正能量,positive
827, ⊙生活中有鸟语花香，煦日融融的温馨：也不乏阴霾弥布，沉闷惨淡的氛围。晴朗的天气里未雨绸缪：阴晦的日子中应告慰自己：天总会放晴！,正能量,positive
828, 做一个简单的人，保持一颗善良的心，不虚荣不做作，不恶毒不算计，对朋友，真心实意，对家人，负责到底。,正能量,positive
829, 生活中充满了太多的变数，所以无论多么成功或顺利的时候，也别以为结果一定是自己想象中的那样，别抱百分百的希望；也正因为生活中的变数，多么不顺利或艰辛的时候，也别不抱希望。,正能量,positive
830, 【悟出成功是开悟】境由心生是开悟，身陷是非多迷误；人生开悟的程度，在于经历的深度；忙碌想事是直观，多动手脚少动脑；静呆想事是用脑，深度思维增悟性。,正能量,positive
831, 自信来自于实力，自信产生魅力。没有真正实力的专讲求自信心，是难以成功的。,正能量,positive
832, 人生每个人都有着不同的心态，不同的心态往往决定着不同的人生。良好的心态是成功人士的重要标志。,正能量,positive
833, 我相信所有坚韧不拔的努力，迟早会得好报酬。人生的成功不过是在紧要处多一份坚持，人生的失败往往是在关键时刻少了坚持。,正能量,positive
834, 苦难对于奋进者是一块垫脚石，对于能干的人是一笔财富，对于弱者是一个万丈深渊。成功对于永不懈怠的人是里程碑（一次小结），对于骄傲自满的人是个沉重的包袱，对于不求进取的人是祸害。,正能量,positive
835, 凡人心随境转，舒适的环境是产生幸福的基础，如事业的成功、家庭的和谐等，这说明幸福需要物质的基础。,正能量,positive
836, 成功，这是至高无尚振奋与喜悦勤劳与汗水的代名词，有多少人为它而不断奋斗，有多少人为它而不断成长，人只要努力就会成功。,正能量,positive
837, ⊙一切直接引向快乐家庭的步骤中的第一步，便是慎择你的终身伴侣，并且聪明地使两个生命合二为一。——爱迪生,正能量,positive
838, ⊙人生本是一个”?”，但你只要去奋斗，用辛勤的汗水浇灌它，那么它最终会抬起头，变成一个大大的“！”。,正能量,positive
839, 一个人能走多远，要看他与谁同行；一个人有多优秀，要看他有谁指点；一个人有多成功，要看他有谁相伴。眼睛所能看到的地方，就是你会到达的地方。小时候微笑是一种心情，长大了微笑是一种表情。,正能量,positive
840, ⊙知识是自然势力和破坏性激情的王国的解放者；没有知识，我们希望的世界不能建立起来。——[英国]罗素,正能量,positive
841, 重要的，不是在于你能否得到答案，而是在于保持一种疑问的态度。,正能量,positive
842, ⊙不要等待运气降临，应该去努力掌握知识。一弗莱明知识，对大多数涉猎的人来说，只是一种货币。节约和劳动，是人类最真实的二位医师。社会就是书，事实就是教材。一卢梭,正能量,positive
843, 成功的秘密是脚踏实地，更是随心所欲，要正视自我，选择自我善念所向，一直坚持走到成功。,正能量,positive
844, 目的的动摇是性情中最必要的力气泉源之一，也是成功的利器之一。没有它，蠢才也会在抵触无定的迷径中，徒劳无功。,正能量,positive
845, 【做事满意才合格】人生可做很多事，质量不同人差别；只重数量无质量，人生顶多是及格；注重质量做好事，做到极致是合格。,正能量,positive
846, 只要我们拥有一颗奋斗的心，一颗勇敢的心，我们就能为了我们的理想去不懈追求，不懈奋斗。年龄、时间、金钱等都不会阻挡我们追求理想的雄心和壮志，我们就可以走向成功，走向辉煌。,正能量,positive
847, 一些事，只能当记忆；一些人，只能做过客。忘却多年以前的熟悉，只剩多年以后的今天，一切的一切早已烟消云散！你还是你，我还是我，我们仍是不再相交的平行线，或是失了联系的陌生人罢了,正能量,positive
848, 人，来到这世上，总会有许多的不如意，也会有许多的不公平；会有许多的失落，也会有许多的羡慕。,正能量,positive
849, ⊙生活原是一潭清水，任你酿造。当你为它百折不挠后，它就飘香四溢，假若你漫不经心，它将混浊不堪。,正能量,positive
850, 人无信心，百事难成。信心是任何成功者不可缺少的东西。建立在方向正确、方法得当、努力奋斗基础上的信心，是取得成功的关键。,正能量,positive
851, 【实干是事业成功的基石，实干体现了一个人的能力和水平。少说些空话，多干些实事，才能取得最后的成功。踏踏实实，刻苦努力，不在做事的时候耍什么花样，玩什么花招，那么成功自然到手。】,正能量,positive
852, 沉沦、苍白了我美丽的幻梦，这是个多雨的秋天，天气也非常的寒冷，总接触到一些事物，不免睹物思人，引起泛滥成灾的那股洪流，淹没了这个伤情的季节…,正能量,positive
853, 没有经济上的独立，就缺少“自尊”，没有思考上的独立，就缺“自主”，没有人格上的独立，就缺少“自信”。,正能量,positive
854, 这世界上只要有梦想，只要不断努力，只要不断学习，不管你长得如何，不管是这样，还是那样，你一定能够成功。,正能量,positive
855, 【交际箴言】在恋爱中，不妨说一些幽默的话，这样能够使彼此之间的氛围变得更融洽，更会让双方的关系变得更加亲密。幽默运用得恰当，就能够帮助恋爱获得成功。,正能量,positive
856, ⊙当你迷惘、空虚至极，却又想挽回逝去的，而无处下手的时候，请冷静下来，认真学习不管哪一门学科，而后，你就会感到生活的充实。,正能量,positive
857, 一个能力极弱的人肯定难以打开人生局面，他必定是人生舞台上重量级选手的牺牲品；成大事者关于在自己要做得事情上，就会充分施展才智，一步一步地拓宽成功之路。 ,正能量,positive
858, ⊙友谊的一大奇特作用是：如果你把快乐告诉一个朋友，你将得到两个快乐；而如果你把忧愁向一个朋友倾述，你将被分掉一半忧愁。——培根,正能量,positive
859, 成功的关键不在于学习到了什么，而是在做得过程中竭尽全力把一切做得尽善尽美。,正能量,positive
860, 【正能量语录】管理工作虽是一种艺术，但管理工作者像其他实践工作者一样，如果他们懂得并利用基础科学知识，他们就能把工作做得更好。——[美国]哈罗德·孔茨、西里尔·臭唐奈,正能量,positive
861, 其实，世界上没有真正幸运的人。那些成功人士之所以成功，是因为他们拥有积极的，健康的心态。,正能量,positive
862, 【励志句子】如果天生是矮个人——那就是了，不必跑去站在高个儿堆里，自以为身体高大了一倍。——克雷洛夫,正能量,positive
863, 【正能量语录】学者大不宜志小气轻。志小则易足，易足则无由进；气轻则虚而为盈，约而为泰，亡而为有，以未知为已知’，未学为已学。——张载,正能量,positive
864, 【正能量语录】对渊博友，如读畏书；对风雅友，如读名人诗；对谨饬友，如读圣贤经传；对滑稽友，如阅读传奇小说。——邹技,正能量,positive
865, 成功不是凭梦想与希望，而是凭努力与实践人生至恶是善谈人过；人生至愚恶闻己过。,正能量,positive
866, 【励志的句子】生活得乐观，才会有生存的希望；得坚强，才会有顽强的意志；得付出，才会有精彩的未来；得想开，才会有开心的人生；得看开，才会有幸福的生活。,正能量,positive
867, 一个满脑子思考如何赚取财富的人问卡耐基说：“用什么方法才能致富？”卡耐基脱口而出：“节俭。,正能量,positive
868, 【励志句子】有勇气在自己生活中尝试解决人生新问题的人，正是那些使社会臻于伟大的人！那些仅仅循规蹈矩过活的人，并不是在使社会进步，只是在使社会得以维持下去。——[印度]泰戈尔,正能量,positive
869, 心宜虚，言宜实，慧宜增，福宜惜。做人要以礼义交际，以廉耻律己。识不足，则多虑；威不足，则多怒；信不足，则多言。做人的头等大事是认识自我。知道自我才可能成功。 ,正能量,positive
870, 【正能量句子】友谊永远是一个甜柔的责任，从来不是一种机会。[黎巴嫩]纪伯伦《沙与沫》，《先知·沙与沫》第100页。,正能量,positive
871, 【正能量语录】人类得到的最聪明的东西，就是善于爱女人，崇拜她的美。由于对女人的爱，大地上才诞生了最美好的一切。——[前苏联]高尔基,正能量,positive
872, 自信正是使人走向成功的第一要素。自信是挖掘内在潜力的第一法宝，自信是塑造良好气质的重要因素。,正能量,positive
873, 【正能量句子】战场上的勇敢、愤怒时的智慧和危险中的友谊，这三样东西只有在以上这三种特定的情况下才能显示出它们自身的价值。——爱默生,正能量,positive
874, 已经受挫，泪水与悔恨是不能改变既定事实的，而振奋精神，重新开始，才是最好的总结。,正能量,positive
875, 【励志句子】恋爱的人，假如一味地运用所有的术策，那恋爱的幸福便要失去四分之三。专事外表不顾里面的恋爱，是没有滋味的。——[法国]司汤达,正能量,positive
876, 分手后不能再成为朋友，因为彼此伤害过。分手后也不能再成为敌人，因为彼此深爱过。所以我们成了最熟悉的陌生人。,正能量,positive
877, 【励志句子】看来，教师本身先要具备这种品质——能够领会和体验生活中的艺术中的美，才能在学生身上培养出这种品质。[苏]赞科夫《和教师的谈话》第118页。,正能量,positive
878, 如果你想要逆转这个世界，不让过失长期束缚自己，修复所有破碎的心灵，抛弃所有的悲痛，让甜美进入你的生活，那么首先改变你自己吧！,正能量,positive
879, 【励志句子】不要背后议论，免得被人当作谣言的制造者，因为不说话是不会伤人的，而说长道短则会招惹是非。——第·加图,正能量,positive
880, 【励志语句】真属于智者，美则属于一颗感情丰富的心，真和美原本具有不可分割的统一性。[德]席勒引自《贝多芬书信集》第2卷，第11页。,正能量,positive
881, 【励志句子】一步一步来是做生意的诀窍，但不是交朋友的诀窍；做生意时没有友谊，交朋友时也不应做生意。——[德国]莱辛,正能量,positive
882, 【正能量句子】人生不会永远像春天那样明媚，她有夏天的电闪雷鸣：她有延绵秋雨的阴沉，她也有寒冬的冰霜。但只要心怀不灭的希望，人生便是万绿之源的绚丽的花朵。,正能量,positive
883, 以真实肝胆待人，事虽未必成功，日后人必见我之肝胆、以诈伪心肠处事，人即一时受惑，日后人必见我之心肠。,正能量,positive
884, 【励志句子】真正的人幸福在于履行义务；对社会、政治和思想所尽的义务越多，个人也就越幸福。[苏]苏霍姆林斯基《培养集体的方法》第215页。,正能量,positive
885, 做女人成熟远比成功重要。即不艳羡她人貌美如花，更不嫉妒他人平步青云，也不独影垂怜，自怜自哀。努力培养自身的书卷气，提升自我素养的修为，对他人的温暖，豁达，对自己慷慨大方。,正能量,positive
